,r,d,t,x,y,z
361,1.9999999999999998,2.3999999999999995,115,-1.0142838281776783,0,2.1751386888879596
362,1.9999999999999998,2.3999999999999995,120,-1.1999999999999993,0,2.0784609690826525
363,1.9999999999999998,2.5999999999999996,70,0.8892523726467388,0,2.443200814043361
364,1.9999999999999998,2.5999999999999996,75,0.6729295172665538,0,2.5114071483515774
365,1.9999999999999998,2.5999999999999996,80,0.451485261934019,0,2.5605001578317403
366,1.9999999999999998,2.5999999999999996,85,0.2266049311439111,0,2.590106215038538
367,1.9999999999999998,2.5999999999999996,90,1.5920408388915588e-16,0,2.5999999999999996
368,1.9999999999999998,2.5999999999999996,95,-0.2266049311439114,0,2.590106215038538
369,1.9999999999999998,2.5999999999999996,100,-0.4514852619340187,0,2.5605001578317403
370,1.9999999999999998,2.5999999999999996,105,-0.6729295172665541,0,2.5114071483515774
371,1.9999999999999998,2.5999999999999996,110,-0.8892523726467385,0,2.4432008140433616
372,1.9999999999999998,2.5999999999999996,115,-1.0988074805258181,0,2.3564002462952898
373,1.9999999999999998,2.5999999999999996,120,-1.2999999999999992,0,2.2516660498395407
374,1.9999999999999998,2.8,70,0.9576564013118727,0,2.6311393382005432
375,1.9999999999999998,2.8,75,0.7246933262870581,0,2.7045923136093912
376,1.9999999999999998,2.8,80,0.48621489746740515,0,2.757461708434182
377,1.9999999999999998,2.8,85,0.24403607969344274,0,2.7893451546568873
378,1.9999999999999998,2.8,90,1.7145055188062944e-16,0,2.8
379,1.9999999999999998,2.8,95,-0.24403607969344304,0,2.7893451546568873
380,1.9999999999999998,2.8,100,-0.4862148974674048,0,2.757461708434182
381,1.9999999999999998,2.8,105,-0.7246933262870583,0,2.7045923136093912
382,1.9999999999999998,2.8,110,-0.9576564013118724,0,2.6311393382005432
383,1.9999999999999998,2.8,115,-1.183331132873958,0,2.53766180370262
384,1.9999999999999998,2.8,120,-1.3999999999999992,0,2.4248711305964283
385,1.9999999999999998,2.9999999999999996,70,1.0260604299770064,0,2.8190778623577244
386,1.9999999999999998,2.9999999999999996,75,0.7764571353075621,0,2.8977774788672046
387,1.9999999999999998,2.9999999999999996,80,0.5209445330007911,0,2.9544232590366235
388,1.9999999999999998,2.9999999999999996,85,0.26146722824297436,0,2.9885840942752364
389,1.9999999999999998,2.9999999999999996,90,1.8369701987210294e-16,0,2.9999999999999996
390,1.9999999999999998,2.9999999999999996,95,-0.2614672282429747,0,2.9885840942752364
391,1.9999999999999998,2.9999999999999996,100,-0.5209445330007908,0,2.9544232590366235
392,1.9999999999999998,2.9999999999999996,105,-0.7764571353075624,0,2.8977774788672046
393,1.9999999999999998,2.9999999999999996,110,-1.026060429977006,0,2.819077862357725
394,1.9999999999999998,2.9999999999999996,115,-1.2678547852220978,0,2.7189233611099497
395,1.9999999999999998,2.9999999999999996,120,-1.4999999999999991,0,2.598076211353316
396,2.1999999999999997,2.1999999999999997,70,0.7524443153164713,0,2.067323765728998
397,2.1999999999999997,2.1999999999999997,75,0.5694018992255455,0,2.12503681783595
398,2.1999999999999997,2.1999999999999997,80,0.38202599086724687,0,2.166577056626857
399,2.1999999999999997,2.1999999999999997,85,0.19174263404484784,0,2.19162833580184
400,2.1999999999999997,2.1999999999999997,90,1.3471114790620883e-16,0,2.1999999999999997
401,2.1999999999999997,2.1999999999999997,95,-0.1917426340448481,0,2.19162833580184
402,2.1999999999999997,2.1999999999999997,100,-0.38202599086724665,0,2.166577056626857
403,2.1999999999999997,2.1999999999999997,105,-0.5694018992255458,0,2.12503681783595
404,2.1999999999999997,2.1999999999999997,110,-0.752444315316471,0,2.0673237657289985
405,2.1999999999999997,2.1999999999999997,115,-0.9297601758295384,0,1.9938771314806298
406,2.1999999999999997,2.1999999999999997,120,-1.0999999999999994,0,1.905255888325765
407,2.1999999999999997,2.4,70,0.8208483439816051,0,2.25526228988618
408,2.1999999999999997,2.4,75,0.6211657082460498,0,2.318221983093764
409,2.1999999999999997,2.4,80,0.41675562640063296,0,2.363538607229299
410,2.1999999999999997,2.4,85,0.2091737825943795,0,2.3908672754201894
411,2.1999999999999997,2.4,90,1.4695761589768238e-16,0,2.4
412,2.1999999999999997,2.4,95,-0.20917378259437977,0,2.3908672754201894
413,2.1999999999999997,2.4,100,-0.41675562640063274,0,2.363538607229299
414,2.1999999999999997,2.4,105,-0.62116570824605,0,2.318221983093764
415,2.1999999999999997,2.4,110,-0.8208483439816049,0,2.25526228988618
416,2.1999999999999997,2.4,115,-1.0142838281776783,0,2.17513868888796
417,2.1999999999999997,2.4,120,-1.1999999999999995,0,2.078460969082653
418,2.1999999999999997,2.6,70,0.889252372646739,0,2.4432008140433616
419,2.1999999999999997,2.6,75,0.6729295172665539,0,2.511407148351578
420,2.1999999999999997,2.6,80,0.4514852619340191,0,2.560500157831741
421,2.1999999999999997,2.6,85,0.22660493114391114,0,2.5901062150385386
422,2.1999999999999997,2.6,90,1.5920408388915593e-16,0,2.6
423,2.1999999999999997,2.6,95,-0.22660493114391142,0,2.5901062150385386
424,2.1999999999999997,2.6,100,-0.4514852619340188,0,2.560500157831741
425,2.1999999999999997,2.6,105,-0.6729295172665543,0,2.511407148351578
426,2.1999999999999997,2.6,110,-0.8892523726467387,0,2.443200814043362
427,2.1999999999999997,2.6,115,-1.0988074805258183,0,2.35640024629529
428,2.1999999999999997,2.6,120,-1.2999999999999994,0,2.251666049839541
429,2.1999999999999997,2.8000000000000003,70,0.9576564013118728,0,2.6311393382005437
430,2.1999999999999997,2.8000000000000003,75,0.7246933262870582,0,2.7045923136093917
431,2.1999999999999997,2.8000000000000003,80,0.4862148974674052,0,2.7574617084341826
432,2.1999999999999997,2.8000000000000003,85,0.24403607969344276,0,2.7893451546568877
433,2.1999999999999997,2.8000000000000003,90,1.7145055188062946e-16,0,2.8000000000000003
434,2.1999999999999997,2.8000000000000003,95,-0.24403607969344307,0,2.7893451546568877
435,2.1999999999999997,2.8000000000000003,100,-0.48621489746740487,0,2.7574617084341826
436,2.1999999999999997,2.8000000000000003,105,-0.7246933262870584,0,2.7045923136093917
437,2.1999999999999997,2.8000000000000003,110,-0.9576564013118725,0,2.6311393382005437
438,2.1999999999999997,2.8000000000000003,115,-1.1833311328739582,0,2.5376618037026204
439,2.1999999999999997,2.8000000000000003,120,-1.3999999999999995,0,2.424871130596429
440,2.1999999999999997,3.0000000000000004,70,1.0260604299770066,0,2.8190778623577253
441,2.1999999999999997,3.0000000000000004,75,0.7764571353075623,0,2.8977774788672055
442,2.1999999999999997,3.0000000000000004,80,0.5209445330007914,0,2.9544232590366244
443,2.1999999999999997,3.0000000000000004,85,0.2614672282429744,0,2.988584094275237
444,2.1999999999999997,3.0000000000000004,90,1.8369701987210302e-16,0,3.0000000000000004
445,2.1999999999999997,3.0000000000000004,95,-0.26146722824297475,0,2.988584094275237
446,2.1999999999999997,3.0000000000000004,100,-0.520944533000791,0,2.9544232590366244
447,2.1999999999999997,3.0000000000000004,105,-0.7764571353075627,0,2.8977774788672055
448,2.1999999999999997,3.0000000000000004,110,-1.0260604299770062,0,2.8190778623577257
449,2.1999999999999997,3.0000000000000004,115,-1.2678547852220983,0,2.7189233611099506
450,2.1999999999999997,3.0000000000000004,120,-1.4999999999999996,0,2.598076211353317
451,2.1999999999999997,3.2000000000000006,70,1.0944644586421404,0,3.0070163865149073
452,2.1999999999999997,3.2000000000000006,75,0.8282209443280665,0,3.0909626441250193
453,2.1999999999999997,3.2000000000000006,80,0.5556741685341774,0,3.151384809639066
454,2.1999999999999997,3.2000000000000006,85,0.27889837679250606,0,3.1878230338935865
455,2.1999999999999997,3.2000000000000006,90,1.9594348786357655e-16,0,3.2000000000000006
456,2.1999999999999997,3.2000000000000006,95,-0.2788983767925064,0,3.1878230338935865
457,2.1999999999999997,3.2000000000000006,100,-0.5556741685341771,0,3.151384809639066
458,2.1999999999999997,3.2000000000000006,105,-0.8282209443280669,0,3.0909626441250193
459,2.1999999999999997,3.2000000000000006,110,-1.0944644586421401,0,3.0070163865149078
460,2.1999999999999997,3.2000000000000006,115,-1.3523784375702381,0,2.9001849185172808
461,2.1999999999999997,3.2000000000000006,120,-1.5999999999999996,0,2.7712812921102046
462,2.3999999999999995,2.3999999999999995,70,0.820848343981605,0,2.2552622898861796
463,2.3999999999999995,2.3999999999999995,75,0.6211657082460497,0,2.3182219830937636
464,2.3999999999999995,2.3999999999999995,80,0.4167556264006329,0,2.3635386072292985
465,2.3999999999999995,2.3999999999999995,85,0.20917378259437946,0,2.390867275420189
466,2.3999999999999995,2.3999999999999995,90,1.4695761589768236e-16,0,2.3999999999999995
467,2.3999999999999995,2.3999999999999995,95,-0.20917378259437971,0,2.390867275420189
468,2.3999999999999995,2.3999999999999995,100,-0.41675562640063263,0,2.3635386072292985
469,2.3999999999999995,2.3999999999999995,105,-0.6211657082460499,0,2.3182219830937636
470,2.3999999999999995,2.3999999999999995,110,-0.8208483439816048,0,2.2552622898861796
471,2.3999999999999995,2.3999999999999995,115,-1.0142838281776783,0,2.1751386888879596
472,2.3999999999999995,2.3999999999999995,120,-1.1999999999999993,0,2.0784609690826525
473,2.3999999999999995,2.5999999999999996,70,0.8892523726467388,0,2.443200814043361
474,2.3999999999999995,2.5999999999999996,75,0.6729295172665538,0,2.5114071483515774
475,2.3999999999999995,2.5999999999999996,80,0.451485261934019,0,2.5605001578317403
476,2.3999999999999995,2.5999999999999996,85,0.2266049311439111,0,2.590106215038538
477,2.3999999999999995,2.5999999999999996,90,1.5920408388915588e-16,0,2.5999999999999996
478,2.3999999999999995,2.5999999999999996,95,-0.2266049311439114,0,2.590106215038538
479,2.3999999999999995,2.5999999999999996,100,-0.4514852619340187,0,2.5605001578317403
480,2.3999999999999995,2.5999999999999996,105,-0.6729295172665541,0,2.5114071483515774
481,2.3999999999999995,2.5999999999999996,110,-0.8892523726467385,0,2.4432008140433616
482,2.3999999999999995,2.5999999999999996,115,-1.0988074805258181,0,2.3564002462952898
483,2.3999999999999995,2.5999999999999996,120,-1.2999999999999992,0,2.2516660498395407
484,2.3999999999999995,2.8,70,0.9576564013118727,0,2.6311393382005432
485,2.3999999999999995,2.8,75,0.7246933262870581,0,2.7045923136093912
486,2.3999999999999995,2.8,80,0.48621489746740515,0,2.757461708434182
487,2.3999999999999995,2.8,85,0.24403607969344274,0,2.7893451546568873
488,2.3999999999999995,2.8,90,1.7145055188062944e-16,0,2.8
489,2.3999999999999995,2.8,95,-0.24403607969344304,0,2.7893451546568873
490,2.3999999999999995,2.8,100,-0.4862148974674048,0,2.757461708434182
491,2.3999999999999995,2.8,105,-0.7246933262870583,0,2.7045923136093912
492,2.3999999999999995,2.8,110,-0.9576564013118724,0,2.6311393382005432
493,2.3999999999999995,2.8,115,-1.183331132873958,0,2.53766180370262
494,2.3999999999999995,2.8,120,-1.3999999999999992,0,2.4248711305964283
495,2.3999999999999995,3.0,70,1.0260604299770064,0,2.819077862357725
496,2.3999999999999995,3.0,75,0.7764571353075622,0,2.897777478867205
497,2.3999999999999995,3.0,80,0.5209445330007912,0,2.954423259036624
498,2.3999999999999995,3.0,85,0.26146722824297436,0,2.988584094275237
499,2.3999999999999995,3.0,90,1.8369701987210297e-16,0,3.0
500,2.3999999999999995,3.0,95,-0.2614672282429747,0,2.988584094275237
501,2.3999999999999995,3.0,100,-0.5209445330007909,0,2.954423259036624
502,2.3999999999999995,3.0,105,-0.7764571353075626,0,2.897777478867205
503,2.3999999999999995,3.0,110,-1.0260604299770062,0,2.8190778623577253
504,2.3999999999999995,3.0,115,-1.267854785222098,0,2.71892336110995
505,2.3999999999999995,3.0,120,-1.4999999999999993,0,2.5980762113533165
506,2.3999999999999995,3.2,70,1.0944644586421404,0,3.007016386514907
507,2.3999999999999995,3.2,75,0.8282209443280664,0,3.090962644125019
508,2.3999999999999995,3.2,80,0.5556741685341774,0,3.1513848096390658
509,2.3999999999999995,3.2,85,0.278898376792506,0,3.187823033893586
510,2.3999999999999995,3.2,90,1.9594348786357652e-16,0,3.2
511,2.3999999999999995,3.2,95,-0.27889837679250634,0,3.187823033893586
512,2.3999999999999995,3.2,100,-0.555674168534177,0,3.1513848096390658
513,2.3999999999999995,3.2,105,-0.8282209443280668,0,3.090962644125019
514,2.3999999999999995,3.2,110,-1.09446445864214,0,3.0070163865149073
515,2.3999999999999995,3.2,115,-1.352378437570238,0,2.9001849185172803
516,2.3999999999999995,3.2,120,-1.5999999999999994,0,2.7712812921102046
517,2.3999999999999995,3.4000000000000004,70,1.162868487307274,0,3.1949549106720885
518,2.3999999999999995,3.4000000000000004,75,0.8799847533485706,0,3.2841478093828327
519,2.3999999999999995,3.4000000000000004,80,0.5904038040675634,0,3.3483463602415076
520,2.3999999999999995,3.4000000000000004,85,0.29632952534203766,0,3.387061973511935
521,2.3999999999999995,3.4000000000000004,90,2.0818995585505008e-16,0,3.4000000000000004
522,2.3999999999999995,3.4000000000000004,95,-0.29632952534203805,0,3.387061973511935
523,2.3999999999999995,3.4000000000000004,100,-0.5904038040675631,0,3.3483463602415076
524,2.3999999999999995,3.4000000000000004,105,-0.879984753348571,0,3.2841478093828327
525,2.3999999999999995,3.4000000000000004,110,-1.1628684873072737,0,3.194954910672089
526,2.3999999999999995,3.4000000000000004,115,-1.436902089918378,0,3.0814464759246105
527,2.3999999999999995,3.4000000000000004,120,-1.6999999999999995,0,2.9444863728670922
528,2.5999999999999996,2.5999999999999996,70,0.8892523726467388,0,2.443200814043361
529,2.5999999999999996,2.5999999999999996,75,0.6729295172665538,0,2.5114071483515774
530,2.5999999999999996,2.5999999999999996,80,0.451485261934019,0,2.5605001578317403
531,2.5999999999999996,2.5999999999999996,85,0.2266049311439111,0,2.590106215038538
532,2.5999999999999996,2.5999999999999996,90,1.5920408388915588e-16,0,2.5999999999999996
533,2.5999999999999996,2.5999999999999996,95,-0.2266049311439114,0,2.590106215038538
534,2.5999999999999996,2.5999999999999996,100,-0.4514852619340187,0,2.5605001578317403
535,2.5999999999999996,2.5999999999999996,105,-0.6729295172665541,0,2.5114071483515774
536,2.5999999999999996,2.5999999999999996,110,-0.8892523726467385,0,2.4432008140433616
537,2.5999999999999996,2.5999999999999996,115,-1.0988074805258181,0,2.3564002462952898
538,2.5999999999999996,2.5999999999999996,120,-1.2999999999999992,0,2.2516660498395407
539,2.5999999999999996,2.8,70,0.9576564013118727,0,2.6311393382005432
540,2.5999999999999996,2.8,75,0.7246933262870581,0,2.7045923136093912
541,2.5999999999999996,2.8,80,0.48621489746740515,0,2.757461708434182
542,2.5999999999999996,2.8,85,0.24403607969344274,0,2.7893451546568873
543,2.5999999999999996,2.8,90,1.7145055188062944e-16,0,2.8
544,2.5999999999999996,2.8,95,-0.24403607969344304,0,2.7893451546568873
545,2.5999999999999996,2.8,100,-0.4862148974674048,0,2.757461708434182
546,2.5999999999999996,2.8,105,-0.7246933262870583,0,2.7045923136093912
547,2.5999999999999996,2.8,110,-0.9576564013118724,0,2.6311393382005432
548,2.5999999999999996,2.8,115,-1.183331132873958,0,2.53766180370262
549,2.5999999999999996,2.8,120,-1.3999999999999992,0,2.4248711305964283
550,2.5999999999999996,3.0,70,1.0260604299770064,0,2.819077862357725
551,2.5999999999999996,3.0,75,0.7764571353075622,0,2.897777478867205
552,2.5999999999999996,3.0,80,0.5209445330007912,0,2.954423259036624
553,2.5999999999999996,3.0,85,0.26146722824297436,0,2.988584094275237
554,2.5999999999999996,3.0,90,1.8369701987210297e-16,0,3.0
555,2.5999999999999996,3.0,95,-0.2614672282429747,0,2.988584094275237
556,2.5999999999999996,3.0,100,-0.5209445330007909,0,2.954423259036624
557,2.5999999999999996,3.0,105,-0.7764571353075626,0,2.897777478867205
558,2.5999999999999996,3.0,110,-1.0260604299770062,0,2.8190778623577253
559,2.5999999999999996,3.0,115,-1.267854785222098,0,2.71892336110995
560,2.5999999999999996,3.0,120,-1.4999999999999993,0,2.5980762113533165
561,2.5999999999999996,3.2,70,1.0944644586421404,0,3.007016386514907
562,2.5999999999999996,3.2,75,0.8282209443280664,0,3.090962644125019
563,2.5999999999999996,3.2,80,0.5556741685341774,0,3.1513848096390658
564,2.5999999999999996,3.2,85,0.278898376792506,0,3.187823033893586
565,2.5999999999999996,3.2,90,1.9594348786357652e-16,0,3.2
566,2.5999999999999996,3.2,95,-0.27889837679250634,0,3.187823033893586
567,2.5999999999999996,3.2,100,-0.555674168534177,0,3.1513848096390658
568,2.5999999999999996,3.2,105,-0.8282209443280668,0,3.090962644125019
569,2.5999999999999996,3.2,110,-1.09446445864214,0,3.0070163865149073
570,2.5999999999999996,3.2,115,-1.352378437570238,0,2.9001849185172803
571,2.5999999999999996,3.2,120,-1.5999999999999994,0,2.7712812921102046
572,2.5999999999999996,3.4000000000000004,70,1.162868487307274,0,3.1949549106720885
573,2.5999999999999996,3.4000000000000004,75,0.8799847533485706,0,3.2841478093828327
574,2.5999999999999996,3.4000000000000004,80,0.5904038040675634,0,3.3483463602415076
575,2.5999999999999996,3.4000000000000004,85,0.29632952534203766,0,3.387061973511935
576,2.5999999999999996,3.4000000000000004,90,2.0818995585505008e-16,0,3.4000000000000004
577,2.5999999999999996,3.4000000000000004,95,-0.29632952534203805,0,3.387061973511935
578,2.5999999999999996,3.4000000000000004,100,-0.5904038040675631,0,3.3483463602415076
579,2.5999999999999996,3.4000000000000004,105,-0.879984753348571,0,3.2841478093828327
580,2.5999999999999996,3.4000000000000004,110,-1.1628684873072737,0,3.194954910672089
581,2.5999999999999996,3.4000000000000004,115,-1.436902089918378,0,3.0814464759246105
582,2.5999999999999996,3.4000000000000004,120,-1.6999999999999995,0,2.9444863728670922
583,2.5999999999999996,3.6000000000000005,70,1.231272515972408,0,3.3828934348292705
584,2.5999999999999996,3.6000000000000005,75,0.9317485623690748,0,3.4773329746406465
585,2.5999999999999996,3.6000000000000005,80,0.6251334396009496,0,3.5453079108439494
586,2.5999999999999996,3.6000000000000005,85,0.3137606738915693,0,3.5863009131302843
587,2.5999999999999996,3.6000000000000005,90,2.204364238465236e-16,0,3.6000000000000005
588,2.5999999999999996,3.6000000000000005,95,-0.3137606738915697,0,3.5863009131302843
589,2.5999999999999996,3.6000000000000005,100,-0.6251334396009491,0,3.5453079108439494
590,2.5999999999999996,3.6000000000000005,105,-0.9317485623690752,0,3.4773329746406465
591,2.5999999999999996,3.6000000000000005,110,-1.2312725159724076,0,3.382893434829271
592,2.5999999999999996,3.6000000000000005,115,-1.5214257422665178,0,3.2627080333319407
593,2.5999999999999996,3.6000000000000005,120,-1.7999999999999994,0,3.1176914536239804
594,2.8,2.8,70,0.9576564013118727,0,2.6311393382005432
595,2.8,2.8,75,0.7246933262870581,0,2.7045923136093912
596,2.8,2.8,80,0.48621489746740515,0,2.757461708434182
597,2.8,2.8,85,0.24403607969344274,0,2.7893451546568873
598,2.8,2.8,90,1.7145055188062944e-16,0,2.8
599,2.8,2.8,95,-0.24403607969344304,0,2.7893451546568873
600,2.8,2.8,100,-0.4862148974674048,0,2.757461708434182
601,2.8,2.8,105,-0.7246933262870583,0,2.7045923136093912
602,2.8,2.8,110,-0.9576564013118724,0,2.6311393382005432
603,2.8,2.8,115,-1.183331132873958,0,2.53766180370262
604,2.8,2.8,120,-1.3999999999999992,0,2.4248711305964283
605,2.8,3.0,70,1.0260604299770064,0,2.819077862357725
606,2.8,3.0,75,0.7764571353075622,0,2.897777478867205
607,2.8,3.0,80,0.5209445330007912,0,2.954423259036624
608,2.8,3.0,85,0.26146722824297436,0,2.988584094275237
609,2.8,3.0,90,1.8369701987210297e-16,0,3.0
610,2.8,3.0,95,-0.2614672282429747,0,2.988584094275237
611,2.8,3.0,100,-0.5209445330007909,0,2.954423259036624
612,2.8,3.0,105,-0.7764571353075626,0,2.897777478867205
613,2.8,3.0,110,-1.0260604299770062,0,2.8190778623577253
614,2.8,3.0,115,-1.267854785222098,0,2.71892336110995
615,2.8,3.0,120,-1.4999999999999993,0,2.5980762113533165
616,2.8,3.2,70,1.0944644586421404,0,3.007016386514907
617,2.8,3.2,75,0.8282209443280664,0,3.090962644125019
618,2.8,3.2,80,0.5556741685341774,0,3.1513848096390658
619,2.8,3.2,85,0.278898376792506,0,3.187823033893586
620,2.8,3.2,90,1.9594348786357652e-16,0,3.2
621,2.8,3.2,95,-0.27889837679250634,0,3.187823033893586
622,2.8,3.2,100,-0.555674168534177,0,3.1513848096390658
623,2.8,3.2,105,-0.8282209443280668,0,3.090962644125019
624,2.8,3.2,110,-1.09446445864214,0,3.0070163865149073
625,2.8,3.2,115,-1.352378437570238,0,2.9001849185172803
626,2.8,3.2,120,-1.5999999999999994,0,2.7712812921102046
627,2.8,3.4000000000000004,70,1.162868487307274,0,3.1949549106720885
628,2.8,3.4000000000000004,75,0.8799847533485706,0,3.2841478093828327
629,2.8,3.4000000000000004,80,0.5904038040675634,0,3.3483463602415076
630,2.8,3.4000000000000004,85,0.29632952534203766,0,3.387061973511935
631,2.8,3.4000000000000004,90,2.0818995585505008e-16,0,3.4000000000000004
632,2.8,3.4000000000000004,95,-0.29632952534203805,0,3.387061973511935
633,2.8,3.4000000000000004,100,-0.5904038040675631,0,3.3483463602415076
634,2.8,3.4000000000000004,105,-0.879984753348571,0,3.2841478093828327
635,2.8,3.4000000000000004,110,-1.1628684873072737,0,3.194954910672089
636,2.8,3.4000000000000004,115,-1.436902089918378,0,3.0814464759246105
637,2.8,3.4000000000000004,120,-1.6999999999999995,0,2.9444863728670922
638,2.8,3.6000000000000005,70,1.231272515972408,0,3.3828934348292705
639,2.8,3.6000000000000005,75,0.9317485623690748,0,3.4773329746406465
640,2.8,3.6000000000000005,80,0.6251334396009496,0,3.5453079108439494
641,2.8,3.6000000000000005,85,0.3137606738915693,0,3.5863009131302843
642,2.8,3.6000000000000005,90,2.204364238465236e-16,0,3.6000000000000005
643,2.8,3.6000000000000005,95,-0.3137606738915697,0,3.5863009131302843
644,2.8,3.6000000000000005,100,-0.6251334396009491,0,3.5453079108439494
645,2.8,3.6000000000000005,105,-0.9317485623690752,0,3.4773329746406465
646,2.8,3.6000000000000005,110,-1.2312725159724076,0,3.382893434829271
647,2.8,3.6000000000000005,115,-1.5214257422665178,0,3.2627080333319407
648,2.8,3.6000000000000005,120,-1.7999999999999994,0,3.1176914536239804
649,2.8,3.8000000000000007,70,1.2996765446375418,0,3.570831958986452
650,2.8,3.8000000000000007,75,0.983512371389579,0,3.6705181398984603
651,2.8,3.8000000000000007,80,0.6598630751343357,0,3.742269461446391
652,2.8,3.8000000000000007,85,0.33119182244110096,0,3.785539852748634
653,2.8,3.8000000000000007,90,2.3268289183799714e-16,0,3.8000000000000007
654,2.8,3.8000000000000007,95,-0.33119182244110135,0,3.785539852748634
655,2.8,3.8000000000000007,100,-0.6598630751343353,0,3.742269461446391
656,2.8,3.8000000000000007,105,-0.9835123713895794,0,3.6705181398984603
657,2.8,3.8000000000000007,110,-1.2996765446375413,0,3.5708319589864526
658,2.8,3.8000000000000007,115,-1.6059493946146577,0,3.443969590739271
659,2.8,3.8000000000000007,120,-1.8999999999999995,0,3.290896534380868
660,2.9999999999999996,2.9999999999999996,70,1.0260604299770064,0,2.8190778623577244
661,2.9999999999999996,2.9999999999999996,75,0.7764571353075621,0,2.8977774788672046
662,2.9999999999999996,2.9999999999999996,80,0.5209445330007911,0,2.9544232590366235
663,2.9999999999999996,2.9999999999999996,85,0.26146722824297436,0,2.9885840942752364
664,2.9999999999999996,2.9999999999999996,90,1.8369701987210294e-16,0,2.9999999999999996
665,2.9999999999999996,2.9999999999999996,95,-0.2614672282429747,0,2.9885840942752364
666,2.9999999999999996,2.9999999999999996,100,-0.5209445330007908,0,2.9544232590366235
667,2.9999999999999996,2.9999999999999996,105,-0.7764571353075624,0,2.8977774788672046
668,2.9999999999999996,2.9999999999999996,110,-1.026060429977006,0,2.819077862357725
669,2.9999999999999996,2.9999999999999996,115,-1.2678547852220978,0,2.7189233611099497
670,2.9999999999999996,2.9999999999999996,120,-1.4999999999999991,0,2.598076211353316
671,2.9999999999999996,3.1999999999999997,70,1.0944644586421401,0,3.0070163865149064
672,2.9999999999999996,3.1999999999999997,75,0.8282209443280663,0,3.0909626441250184
673,2.9999999999999996,3.1999999999999997,80,0.5556741685341773,0,3.1513848096390653
674,2.9999999999999996,3.1999999999999997,85,0.27889837679250595,0,3.1878230338935856
675,2.9999999999999996,3.1999999999999997,90,1.959434878635765e-16,0,3.1999999999999997
676,2.9999999999999996,3.1999999999999997,95,-0.27889837679250634,0,3.1878230338935856
677,2.9999999999999996,3.1999999999999997,100,-0.555674168534177,0,3.1513848096390653
678,2.9999999999999996,3.1999999999999997,105,-0.8282209443280667,0,3.0909626441250184
679,2.9999999999999996,3.1999999999999997,110,-1.0944644586421397,0,3.007016386514907
680,2.9999999999999996,3.1999999999999997,115,-1.3523784375702377,0,2.90018491851728
681,2.9999999999999996,3.1999999999999997,120,-1.5999999999999992,0,2.771281292110204
682,2.9999999999999996,3.4,70,1.1628684873072739,0,3.194954910672088
683,2.9999999999999996,3.4,75,0.8799847533485705,0,3.2841478093828322
684,2.9999999999999996,3.4,80,0.5904038040675634,0,3.348346360241507
685,2.9999999999999996,3.4,85,0.2963295253420376,0,3.3870619735119347
686,2.9999999999999996,3.4,90,2.0818995585505003e-16,0,3.4
687,2.9999999999999996,3.4,95,-0.296329525342038,0,3.3870619735119347
688,2.9999999999999996,3.4,100,-0.590403804067563,0,3.348346360241507
689,2.9999999999999996,3.4,105,-0.8799847533485708,0,3.2841478093828322
690,2.9999999999999996,3.4,110,-1.1628684873072737,0,3.1949549106720885
691,2.9999999999999996,3.4,115,-1.4369020899183778,0,3.08144647592461
692,2.9999999999999996,3.4,120,-1.6999999999999993,0,2.944486372867092
693,2.9999999999999996,3.6,70,1.2312725159724078,0,3.38289343482927
694,2.9999999999999996,3.6,75,0.9317485623690747,0,3.477332974640646
695,2.9999999999999996,3.6,80,0.6251334396009495,0,3.545307910843949
696,2.9999999999999996,3.6,85,0.31376067389156925,0,3.586300913130284
697,2.9999999999999996,3.6,90,2.2043642384652358e-16,0,3.6
698,2.9999999999999996,3.6,95,-0.31376067389156964,0,3.586300913130284
699,2.9999999999999996,3.6,100,-0.6251334396009491,0,3.545307910843949
700,2.9999999999999996,3.6,105,-0.9317485623690751,0,3.477332974640646
701,2.9999999999999996,3.6,110,-1.2312725159724074,0,3.3828934348292705
702,2.9999999999999996,3.6,115,-1.5214257422665176,0,3.2627080333319403
703,2.9999999999999996,3.6,120,-1.7999999999999992,0,3.11769145362398
704,2.9999999999999996,3.8000000000000003,70,1.2996765446375416,0,3.5708319589864517
705,2.9999999999999996,3.8000000000000003,75,0.9835123713895789,0,3.67051813989846
706,2.9999999999999996,3.8000000000000003,80,0.6598630751343356,0,3.7422694614463907
707,2.9999999999999996,3.8000000000000003,85,0.3311918224411009,0,3.7855398527486335
708,2.9999999999999996,3.8000000000000003,90,2.3268289183799714e-16,0,3.8000000000000003
709,2.9999999999999996,3.8000000000000003,95,-0.3311918224411013,0,3.7855398527486335
710,2.9999999999999996,3.8000000000000003,100,-0.6598630751343352,0,3.7422694614463907
711,2.9999999999999996,3.8000000000000003,105,-0.9835123713895793,0,3.67051813989846
712,2.9999999999999996,3.8000000000000003,110,-1.2996765446375411,0,3.570831958986452
713,2.9999999999999996,3.8000000000000003,115,-1.6059493946146575,0,3.4439695907392704
714,2.9999999999999996,3.8000000000000003,120,-1.8999999999999992,0,3.2908965343808676
715,2.9999999999999996,4.0,70,1.3680805733026753,0,3.7587704831436333
716,2.9999999999999996,4.0,75,1.035276180410083,0,3.8637033051562732
717,2.9999999999999996,4.0,80,0.6945927106677217,0,3.939231012048832
718,2.9999999999999996,4.0,85,0.3486229709906325,0,3.984778792366982
